unique_id,hotel,rating,review,response,triptype,dateofstay,responder,respondeddate,Brand,apology_num_Raters,apology_score,apology_bin,genuine_num_Raters,genuine_score,genuine_bin,offense_num_Raters_x,offense_score_x,offense_bin_x,sincere_num_Raters,sincere_score,sincere_bin,truly_num_Raters,truly_score,truly_bin,satisfied_num_Raters,satisfied_score,satisfied_bin,visit_num_Raters,visit_score,visit_bin,offense_num_Raters_y,offense_score_y,offense_bin_y,personalization_num_Raters,personalization_score,personalization_bin,severity_num_Raters,severity_score,severity_bin,WC_review,WC_diff,Segment,BOW_Apology,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
377,Hampton Inn Miami Airport East,10,"The guy who's in charge of breakfast room or kitchen was extremely rude and had bad very very bad attitude. He has no respect of customers. He also yelled. Also, he likes to play loud songs from the kitchen area.The room was smaller than you see in pics. Even though hotel was built recently but i can see the hotel is starting to look old due to poor maintenance or lack of supervision from the management. Hallways.. elevator area.. and perhaps the bed sheets looked like someone had slept on it.Oh well.. thats my honest review. Like it or not..","On behalf of the Hampton Inn I would like to sincerely apologize for the less than satisfactory experience you had with the staff and your overall stay.Hampton Inn has always taken pride in ensuring that our guests have the feeling of it being a home away from home. Our main aim being guest satisfaction and quality delivery, we do take our guest and their wellbeing very seriously and always hope to meet our guest expectations and we have failed greatly on this occasion. It is unfortunate that these incidents occurred during your stay, however your comments and concerns allows us to pinpoint and address the individual involved to help better our service and image of our brand and hotel.Please be assured that this is not a normal practice amongst our family of hotels and an experience like yours is not taken likely with our team. I have forwarded your comments and remarks to the members of my management to share with their staff to allow them to train suit for these occurrences. Once again I apologize and I hope that you will offer us the opportunity to regain your trust.Have a nice day.",Trip type: Traveled on business,Date of stay: November 2018,"Response from Gen M, Front Office Manager at Hampton Inn Miami Airport East","Responded Nov 29, 2018",Hilton,6,20.33333333,TRUE,6,7.833333333,TRUE,6,20.83333333,TRUE,6,7.5,TRUE,6,2.833333333,TRUE,4,5,TRUE,4,-6.25,FALSE,4,1,TRUE,4,-12,FALSE,4,8.25,TRUE,102,94,1,2,196,43.01,99,12.33,99,39.2,20.41,88.78,69.39,59.18,19.39,14.29,2.55,6.12,4.08,0,1.53,5.1,18.88,5.61,0.51,14.8,7.65,4.08,7.14,1.02,14.8,4.08,1.53,15.31,8.67,3.57,3.06,8.67,1.02,7.65,0.51,1.02,2.04,1.53,1.02,2.04,0,9.18,9.18,0,3.57,3.57,0,0,0,0,0,26.02,10.2,2.55,4.08,0,0,1.02,15.82,0,2.04,0,0,0,0,0,0,3.57,0,1.02,2.55,0,0,0.51,0.51,0,0.51,0,0,0,0,0,0,1.02,2.55,0,1.02,0,0.51,0,0,5.1,5.1,0.51,0,3.57,0.51,0,0.51,5.1,2.04,2.04,2.04,0,0,0,0,0,5.1,4.08,1.02,0,0,0,0
378,Hampton Inn Miami Airport East,10,"Stay away unless you want bedbugs, staff that won't do anything about it, and the loudest flight path of any airport hotel I have ever stayed in.My wife and I were treated rude from the bringing process of checking in. Front desk lady (Diana ""Gonzalez"", more on her later), pretty sure that is a fake last name as well, did not have the correct room for me although I booked 6 months in advance. That took forever while my jet lagged family stood around and waited.Finally get a room. Room 305. All was good until my wife went to get in bed and we found the first of many bedbugs (see photo). This was the only one we caught. We brought it to the front desk in a cup and the wonderful Diana treated us rude once again and offered no help except a refund (I booked the room on points). I told her I wanted her hotel to pay for a new room next door at Embassy Suites (also in the Hilton family so easily could have been done through corporate) but she refused. Didn't even offer to shuttle us, buy a cab, nothing. Sent us out the door with all our bags into the night.Unless you want jumbo jets flying directly over, and I mean RIGHT OVER, the hotel, bedbugs, and a real treat of a staff...go somewhere else.","Hello Mr.Jeremy M,We would like to thank you for your feedback as well as offer out utmost apologies for the inconveniences experienced. As Diana explained to you upon your complaint, we have never experienced bed bugs in our hotel and we did need to perform a cross examination with our pest department to evaluate if the bugs found in your room were in fact bed bugs. When we in fact did our cross examination there were no bed bugs found in the room, the bugs found while you were in the room were cancelled out from being bed bugs the second the examination started. Regardless of that we understood your frustration and Diana did offer a free night in points which could've been used for a room at the Embassy suites. In regards to the airplane noise, we are an airport hotel located right next to the airport. Our facility does have hurricane proof windows which shield most of the noise coming from the outside, as we receive little to no complaints about noise in the rooms.Again, we do apologize for the inconveniences experienced throughout your stay.",,Date of stay: September 2019,"Response from AngieH1938, Manager at Hampton Inn Miami Airport East","Responded Oct 12, 2019",Hilton,5,20.8,TRUE,5,10.2,TRUE,5,19.8,TRUE,5,9.8,TRUE,5,3.6,TRUE,4,25,TRUE,4,13.25,TRUE,4,0.25,FALSE,4,26.75,TRUE,2,10,TRUE,235,-46,1,2,189,88.01,99,74.18,35.2,31.5,19.05,82.54,66.14,56.61,12.17,10.58,0,6.35,4.23,0,0,1.59,16.93,9.52,0.53,19.58,8.47,3.17,4.76,1.59,16.4,2.65,1.59,7.94,6.35,0,1.59,10.58,1.59,8.99,3.7,0.53,2.12,0.53,0.53,2.12,0,5.29,3.17,2.12,1.59,1.06,0.53,0,0.53,0,0,16.4,5.82,1.59,2.65,1.06,0,2.65,10.58,0,0,0,0,0.53,0.53,0,0,6.88,0,5.29,1.59,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0.53,0,0,0,0,0,0,5.82,15.87,0,1.59,13.23,0,1.59,0,3.17,8.47,1.06,0,0,0,0,0,0,7.94,4.23,3.17,0,0,0.53,0
379,Hampton Inn Miami Airport East,30,I had a okay experience other than they charge my card twice and I was confused as to why. They told me that my money will come back on my card once I check out but I haven’t seen it yet... the first night the housekeeper did not replace the towels nor make up the bed after we had put the towels on the floor to be replaced... other than that it was a okay experience ! Just make sure you check your card after checking in.,"Hello!We do thank you for staying with us! We would also like to apologize for the inconveniences experienced, we do appreciate your feedback and will speak to all departments mentioned above to make sure this does not happen again. We pride ourselves in our service and we do hope this did not taint your stay with us as we would love to have you again in the near future!Regards,",Trip type: Traveled with friends,Date of stay: May 2019,"Response from AngieH1938, General Manager at Hampton Inn Miami Airport East","Responded Jul 4, 2019",Hilton,9,20.44444444,TRUE,9,4.444444444,TRUE,9,18.55555556,TRUE,9,3.333333333,TRUE,9,3.111111111,TRUE,3,1.666666667,TRUE,3,8.666666667,TRUE,3,1,TRUE,3,-23,FALSE,3,3.333333333,TRUE,86,-15,1,1,71,25.24,99,16.15,99,23.67,15.49,95.77,80.28,69.01,22.54,19.72,0,14.08,5.63,0,0,2.82,11.27,2.82,0,19.72,12.68,4.23,5.63,2.82,25.35,1.41,1.41,16.9,14.08,1.41,1.41,14.08,1.41,12.68,2.82,0,5.63,1.41,0,2.82,0,9.86,9.86,0,5.63,5.63,0,0,0,0,0,30.99,11.27,4.23,5.63,0,0,7.04,19.72,0,0,0,0,0,0,0,0,4.23,0,0,4.23,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,4.23,11.27,2.82,0,8.45,0,0,0,4.23,1.41,1.41,7.04,0,0,0,0,0,8.45,1.41,2.82,0,4.23,0,0
380,Hampton Inn Miami Airport East,20,They will not tell you about the $100 deposit that is held on your card. Some of the staff are rude and the breakfast could be a lot better. I will not be going back to this hotel in the future.D.E..,"Thank you for taking the time to address your concerns. I apologize for the troubles you encountered through your stay with us. It is unfortunate that these incidents occurred during your stay, however your comments and concerns allows us to pinpoint and address the individual involved to help better our service and image of our brand and hotel. I have forwarded your comments and remarks to the members of my management to share with their staff to allow them to train suit for these occurrences. I am confident that your experiences are an isolated issue and that we are able to renew your faith with our family of hotels.Again, we apologize for any inconveniences this may have occurred and thank you for business. We look forward to seeing you soon.Angie HidalgoGeneral Manager",Trip type: Traveled as a couple,Date of stay: October 2017,"Response from Angie H, General Manager at Hampton Inn Miami Airport East","Responded Nov 20, 2017",Hilton,7,23.14285714,TRUE,7,20.85714286,TRUE,7,19.42857143,TRUE,7,17.71428571,TRUE,7,16,TRUE,3,-11.33333333,FALSE,3,-14,FALSE,3,1,TRUE,3,-26.33333333,FALSE,3,5.666666667,TRUE,43,91,1,2,134,48.17,99,4.83,55.04,22.33,24.63,82.84,65.67,57.46,23.88,18.66,2.99,5.97,8.21,0,1.49,5.22,17.91,3.73,0,16.42,5.22,2.24,5.97,0,11.19,1.49,0.75,14.18,8.21,1.49,4.48,5.97,0,5.97,0,1.49,0,1.49,1.49,0.75,0,3.73,2.99,0.75,1.49,0.75,0.75,0.75,0,0,0,26.87,8.21,3.73,2.99,0,0,2.99,17.91,0,0,0,0,0,0,0,0,4.48,0,0,3.73,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0.75,0,5.97,5.22,0.75,0,2.99,2.24,0,0,2.24,0.75,3.73,1.49,0,0,0,0,0,6.72,5.22,1.49,0,0,0,0
381,Hilton Garden Inn Boston Logan Airport,30,"What do you expect: efficiency, cleanliness and value for money.The last two are typically a struggle with airport hotels. This one is an exception both ways.Efficiency: I struggled to determine the best way to get to the hotel as it is not directly situated at the airport. After a 40 minute wait.( shuttle will be there in ten minutes, shuttle will be there any minute,...) I took a taxi for the 4 minute ride. Cost 17.50. Total time 44 min. Which is no fun after a long day and a three hour flight. Not, when the hotel is actually 4 minutes away....The receptionist reimbursed me with 17 bucks in cash. After I refused to accept (as it does not bring back the wasted time and the missed sleep) I accepted a breakfast voucher.Room was spacious and immaculate. Good sleep. Worth 200$ for 'just' a clean room? Not so sure. But ok.Breakfast staff was of this unnatural/ artificial friendliness that I still have trouble to get used to in the US.I presented my breakfast voucher and ordered a scrambled egg. Had a cup of coffee and a slice of tast from the buffet along with a glass of orange juice.My surprised: a $16.50 bill. If I add the $17 from the voucher that would be over $30 for a mediocre breakfast.","Dear Eugen G,Thank you for your review here on TripAdvisor. Please accept our sincere apologies for the problems experienced during your stay with us. This is definitely not indicative of the level or service that we strive to provide to our guests. We will definitely look into this and take corrective actions with our team here. We hope that you will give us an opportunity to regain your loyalty in the future. If you would like further discuss your stay please contact our General Manager Kevin Buchanan at 617-567-6789 and we will do our best to make it right for you. Thank you for the feedback and we hope to hear from you soon.Your Friends at the Hilton Garden Inn Boston Logan Airport",Trip type: Traveled on business,Date of stay: July 2016,"Response from Valery B, Manager at Hilton Garden Inn Boston Logan Airport","Responded Jul 11, 2016",Hilton,5,22.4,TRUE,5,14.2,TRUE,5,11.6,TRUE,5,13.6,TRUE,5,12,TRUE,3,11.33333333,TRUE,3,5,TRUE,3,1,TRUE,3,0.333333333,TRUE,3,-1,FALSE,227,-100,1,1,125,54.12,99,6.11,99,17.86,19.2,88.8,69.6,56.8,22.4,18.4,0,9.6,8.8,0,0,4,16,4.8,0.8,16,4.8,4,4,0.8,14.4,3.2,0,18.4,12.8,3.2,2.4,11.2,0,11.2,1.6,0.8,3.2,3.2,1.6,2.4,0,10.4,10.4,0,3.2,3.2,0,0,0,0,0,30.4,9.6,6.4,4,0,0.8,3.2,20.8,0,1.6,0,0,0,0,0,0,4.8,0.8,0.8,4,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0.8,0,0,8,8.8,1.6,0,6.4,0.8,0.8,0,2.4,0,2.4,6.4,0,0,0,0,0,8,5.6,0.8,0,0,0,1.6
382,Hilton Garden Inn Boston Logan Airport,30,The room rates are outrageous (of course) and the food is just OK but when you stay they charge only $40 a week to leave your car and shuttle to Logan. Worth it I guess given what a car service would charge round trip to the airport,"Dear Mike G,Thank you for sharing your experience! We are happy to hear that you find out Park, Stay & Go packages to be convenient. We hope to welcome you back again.",,Date of stay: July 2017,"Response from HGIlogan, Guest Relations Manager at Hilton Garden Inn Boston Logan Airport","Responded Jul 19, 2017",Hilton,14,-23.78571429,FALSE,14,-23.71428571,FALSE,14,-10.92857143,FALSE,14,-24.57142857,FALSE,14,-22,FALSE,3,-3.333333333,FALSE,3,-1.666666667,FALSE,3,0.666666667,TRUE,3,2,TRUE,2,-2,FALSE,47,-15,1,0,32,52.84,99,54.55,99,10.67,15.63,84.38,78.13,46.88,21.88,18.75,0,6.25,12.5,0,0,3.13,6.25,0,0,15.63,6.25,3.13,0,0,28.13,9.38,0,15.63,15.63,0,0,6.25,0,6.25,3.13,0,3.13,3.13,0,0,0,15.63,15.63,0,6.25,6.25,0,0,0,0,0,31.25,9.38,3.13,6.25,0,0,3.13,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,15.63,18.75,0,3.13,12.5,0,3.13,0,3.13,0,3.13,3.13,0,0,0,0,0,18.75,6.25,6.25,0,3.13,0,3.13
383,Hilton Garden Inn Boston Logan Airport,30,"Having to fly in late to Logan and overnight with my convalescent daughter I booked into the nearby Hilton Garden Inn. Our arrival was 11:55 PM, and part of the reason for the hotel choice was the shuttle. Unfortunately, it took over 45 minutes for the shuttle to arrive and it was past 1:00 AM when we finally arrived at the nearby hotel.The room was good, the breakfast of high quality and the staff helpful and friendly. Still, because of the shuttle issue I would probably not book here again.","Dear Howard H,Thank you for taking the time to share your concerns. Please accept our sincere apologies for your poor experience with our shuttle bus service, this is not at all what we want for our Hilton valued guests. The only way we are going to service our guests is by feedback positive and negative. Should you want to discuss in more detail, please contact our General Manager Kevin Buchanan at 617-567-6789. We hope to hear from you soon to fix this matter very soon and to regain back your loyalty to our hotel.",Trip type: Traveled with family,Date of stay: August 2016,"Response from Valery B, Manager at Hilton Garden Inn Boston Logan Airport","Responded Aug 26, 2016",Hilton,5,24.4,TRUE,5,14,TRUE,5,8.4,TRUE,5,13.6,TRUE,5,12.2,TRUE,7,21.85714286,TRUE,7,17.85714286,TRUE,7,0.857142857,TRUE,7,14.42857143,TRUE,7,8.714285714,TRUE,93,4,1,1,95,64.73,99,1,92.27,19,17.89,86.32,65.26,51.58,18.95,15.79,0,9.47,6.32,0,0,3.16,15.79,2.11,1.05,16.84,4.21,4.21,2.11,1.05,12.63,6.32,2.11,17.89,12.63,1.05,4.21,11.58,3.16,8.42,1.05,0,4.21,1.05,0,1.05,0,9.47,7.37,2.11,1.05,1.05,0,0,0,0,0,28.42,9.47,6.32,4.21,0,1.05,3.16,17.89,0,2.11,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,3.16,3.16,0,0,0,0,0,0,2.11,4.21,0,0,3.16,0,1.05,0,2.11,0,3.16,5.26,0,0,0,0,0,10.53,5.26,3.16,0,0,0,2.11
384,Hilton Garden Inn Boston Logan Airport,20,"I'm a Hilton fan. Love Hiltons brand and the Gardens are probably my favorite.Almost everything about this hotel was outstanding. Close to the airport and the rail... Making it very easy to get into the city. I prefer that style of stay.This part might not concern you directly but hang in there. We had a wheelchair accessible room, roll in shower etc. it was perfect for my wife who is in a wheelchair... Until we we had to take a shower. The water ran everywhere except for the drain... I was taking towels from the housekeeping cart and was literally mopping up soapy water for 3 days. Imagine stepping out of the shower into what just fell off of you.Here's where this might concern you.I told the front desk about the issue and they were concerned for sure. I received a call a few hours later asking if we wanted to change rooms. I said no, let's just credit us on the room. We were going to be out until midnight and our stuff was all over, we didn't want to move rooms in the middle of the night when we were checking out in the morning.We received approx. $40 credit a night, which was nice but not enough. The GM was not in, so I asked for he or she to give me a call. The front desk wrote this down on a notepad. It has now been a week, and I have not received a call.There is a advertisement on the desk in these rooms. It says, ""100% Satisfaction guaranteed or your money back."" I'm not asking for my money back... But certainly a little more than I was offered considering the situation.Customer service is a forgotten skill. Sometimes it's just a phone call and sometimes it's just decent follow through.The staff, front desk, restaurant and housekeeping were excellent, so were the drivers of the shuttles. Still hoping I hear from the GM.","Dear Wescoach41,Thank you for sharing your experience and we are truly sorry! We strive to exceed expectations for all our guests and we apologize that we fell short during your stay. We appreciate you bringing this to our attention as we have installed a flexible strip to keep the water in the shower and still keep the shower accessible to wheelchairs.Our General Manager would very much like to talk with you to further resolve this issue for you. Please contact us at your convenience. Thank you again and we hope to welcome you back again soon!Your Friends at the Hilton Garden Inn Boston Logan Airport",Trip type: Traveled with friends,Date of stay: September 2016,"Response from AndieVal, Manager at Hilton Garden Inn Boston Logan Airport","Responded Sep 29, 2016",Hilton,10,19.7,TRUE,10,9.5,TRUE,10,19.7,TRUE,10,10.5,TRUE,10,8.6,TRUE,5,21.4,TRUE,5,18.4,TRUE,5,1,TRUE,5,19.4,TRUE,5,14.4,TRUE,333,-225,1,2,108,55.25,99,5.41,97.38,21.6,19.44,87.96,71.3,56.48,22.22,19.44,0,10.19,9.26,0,0,2.78,15.74,4.63,0.93,15.74,2.78,5.56,4.63,0,12.96,4.63,1.85,17.59,13.89,0.93,2.78,5.56,0.93,4.63,1.85,0,1.85,0.93,0.93,0,0,10.19,8.33,1.85,1.85,1.85,0,0,0,0,0,31.48,9.26,5.56,4.63,0,0,2.78,21.3,0,1.85,0,0,0,0,0,0,4.63,0.93,2.78,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,1.85,0.93,0,0,0,0,7.41,6.48,0.93,1.85,3.7,0,0,0,3.7,1.85,0.93,2.78,0,0,0,0,0,6.48,3.7,0.93,0,1.85,0,0
385,Hilton Garden Inn Chicago Downtown South Loop,20,"The location is great and I selected because it's a Hilton brand. The room looked clean in general but I found strong dog smell in the room, I belive the room was rented to someone with service animals.","Dear Debankur L,Thank you for your feedback of your recent stay with us. We are very sorry about the odor you encountered in your room, and sincerely apologize for this experience. We work hard to ensure the comfort and satisfaction of our guests and we regret that we were unable to meet that expectation for you. We are working with our staff to best prevent this issue from happening in the future. Thank you again for your feedback and we hope you will consider staying with us again.",Trip type: Traveled on business,Date of stay: July 2019,"Response from Denise-HiltonHelp, on behalf of management at Hilton Garden Inn Chicago Downtown South Loop","Responded Jul 31, 2019",Hilton,4,15.25,TRUE,4,17,TRUE,4,20,TRUE,4,17,TRUE,4,15.75,TRUE,7,17.14285714,TRUE,7,9.714285714,TRUE,7,1,TRUE,7,10,TRUE,7,6.571428571,TRUE,38,51,1,2,89,42.36,99,10.59,99,17.8,16.85,94.38,77.53,60.67,25.84,21.35,0,11.24,10.11,0,0,4.49,14.61,3.37,0,17.98,4.49,5.62,4.49,0,15.73,5.62,0,17.98,12.36,4.49,1.12,5.62,0,5.62,3.37,0,2.25,1.12,0,0,0,10.11,8.99,1.12,4.49,3.37,1.12,0,0,1.12,0,34.83,10.11,4.49,4.49,0,0,4.49,23.6,0,1.12,0,0,0,0,0,0,6.74,0,1.12,5.62,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,1.12,0,0,1.12,0,4.49,7.87,1.12,0,5.62,0,0,1.12,4.49,2.25,2.25,4.49,0,0,0,0,0,7.87,5.62,2.25,0,0,0,0
386,Hilton Garden Inn Chicago Downtown South Loop,10,"I watched this hotel go up and was very excited until the day of check in. What an absolute mess! The front desk staff and management is so confused and management extremely rude! I was here for 3 nights each day we encountered different issues. From the beginning: I booked 4 rooms online on 6/21/19 all under my name (the hotel opened end of May) for a football weekend with 6 of our closest friends. Upon visiting my daughter who lives across the street from the hotel I walked over and spoke to a front desk clerk named Shannon (who no longer works there). She was very kind, offered me pre-reserved room numbers and breakfast for 2 each day for all days and rooms I reserved. I called the Wednesday before arriving to confirm, spoke to Michael the assistant front desk manager who told me ""We don't offer free breakfast, however I can change your reservation to the Homewood Suites (in the same building) who does. I don't think so as I had very good rate for grand opening and at the time the rooms were an extra $100.00 per night. Good Try Mike!. I thought the free breakfast was a perk of being a new guest in their new hotel, wrong! Fast forward, to the day before check in day, I called again to the front desk manager, Lorena to inquire again. Left a voice mail she never returned my call. On check in day, Lorena checked us in I asked why I didn't receive a return call no response. Went on to explain the whole Shannon/Michael/breakfast thing. She said the same thing no notes on my reservation but she reluctently gave us vouchers for breakfast. Thank you Lorena, it's not a big issue, however when you are your groups travel agent and promise them something that is promised to you it looks bad on everyone. On to check in, yes we did receive our rooms as promised they were all very nice. Only 2 of the 4 rooms were available at the 3pm check in promised. Was told housekeeping was short handed. Not our issue. Our last group checked in at 5:15 even though we all arrived together. While checking in a desk clerk changed the main name to another friend of mine on all 4 reservations. This created a MAJOR nightmare with questions and check in etc. On to Saturday, a housekeeper seen us leave at 8:50am, we told her we would all like our rooms cleaned as we would be out the most part of the day. Reutrned at 2:00pm not one of our 4 rooms were touched? Called the housekeeping supervisor who sent up extra towels no apology nothing! Went at 2:10 pm to the restuarant for a sandwich, thought it would be easier than room service. Nope the Restaurat manager told me to return at 5pm as they just closed. REALLY?? I had dinner reservations elsewhere no thanks. After dinner on Saturday night came back to our hotel bar with one very confused bar tender. 7 of the 8 of us in attendance, all ordered one drink. Never received a bill asked for one twice. He was making up prices as he went from person to person then when we started questioning him he was returning change to some of us not all. All the time that same Restaurant manager from lunch looked on. How professional is that? We had multiple other issues (I have already written to much) You get the idea of what a mess this place is. Michael even had the audasity to question and insult me in front of his other hotel guests. Once arriving at home I called Hilton Corporate immediately. Explained everything that happened and yes they restored my faith in the Hilton Brand once again. It was sad that it took that to get any resolve. The best part was I received an email from Taylor Smith asking if I wanted to discuss further with him on 11/13/19. I left him a voicemail that yes I did, it's now 11/20/19 still waiting on that return call. This hotel has multiple issues to fix before I ever return there which is sad as it is the perfect location. However from this day forward I will be staying at the Palmer House Hilton. The best hotel in Chicago, maybe this staff needs to go down the street for some proper training. So very sad for such a beautiful new hotel.","tsjkbart,Thank you for taking the time to let us know about your experience. While we understand that a dual branded hotel can be a new concept to many guests, I assure you the amenities between the two hotels do differ. While offering free breakfast since we are a new property sounds like an exciting option, it was not an option that our hotel has used. I am pleased that the team offered you the breakfast. Again, we do apologize for the inconvenience and wish you the best in your future travels.",,Date of stay: November 2019,"Response from HWS_HGI_Chicago, Manager at Hilton Garden Inn Chicago Downtown South Loop","Responded Nov 21, 2019",Hilton,4,7.25,TRUE,4,-1,FALSE,4,14.75,TRUE,4,-2.5,FALSE,4,-1,FALSE,4,-15,FALSE,4,-5.25,FALSE,4,1,TRUE,4,6,TRUE,4,8.75,TRUE,764,-672,1,1,92,63.65,99,44.75,99,18.4,18.48,89.13,73.91,57.61,18.48,14.13,2.17,5.43,6.52,0,0,4.35,21.74,13.04,1.09,9.78,8.7,2.17,4.35,1.09,18.48,7.61,2.17,11.96,6.52,1.09,4.35,14.13,0,11.96,3.26,2.17,2.17,1.09,1.09,3.26,0,7.61,7.61,0,2.17,2.17,0,0,0,0,0,19.57,6.52,4.35,2.17,0,0,1.09,14.13,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,2.17,0,0,1.09,1.09,0,0,0,0,0,0,5.43,4.35,0,1.09,2.17,0,1.09,0,7.61,3.26,5.43,2.17,0,0,0,0,0,9.78,5.43,4.35,0,0,0,0
387,Hilton Garden Inn Chicago Downtown South Loop,10,Valet crashed my car after pulling it out of parking and failed to leave car in neutral and engage emergency break on manual vehicle. Police report was made and had to file a claim. Then manager starter to argue with me about how my manual care works. Terrible service and staff!!,"cosegu526399,Please look to your direct messages for a message from our hotel staff. We hope to hear about this experience in greater detail.",,Date of stay: March 2020,"Response from HWS_HGI_Chicago, Manager at Hilton Garden Inn Chicago Downtown South Loop","Responded Mar 17, 2020",Hilton,5,-22.8,FALSE,5,-23.2,FALSE,5,24.8,TRUE,5,-23.2,FALSE,5,-14,FALSE,8,5,TRUE,8,-8.125,FALSE,8,1,TRUE,8,-8.75,FALSE,8,24.25,TRUE,51,-27,1,0,24,97.04,99,1,83,12,20.83,91.67,66.67,45.83,16.67,12.5,0,8.33,4.17,0,0,4.17,16.67,4.17,4.17,25,0,4.17,0,0,12.5,4.17,0,8.33,8.33,0,0,8.33,0,8.33,0,0,4.17,4.17,0,0,0,4.17,4.17,0,4.17,4.17,0,0,0,0,0,29.17,12.5,4.17,4.17,0,0,8.33,16.67,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,4.17,16.67,4.17,0,8.33,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0,12.5,8.33,4.17,0,0,0,0
388,Hilton Garden Inn Chicago Downtown South Loop,30,"Restaurant staff pleasant but not organized. Food arrived in stages if you asked for fruit with your eggs it would arrive 5 minutes after the initial order came out. In one instance part of the order never arrived. Utensils had to be replaced two days in a row, they were not clean.Arrive to my room to find the toilet would not flush. Called the front desk twice before a Hilton associate arrived. The associate showed up with a plunger, I had to use the plunger and unclogged the toilet.","Dear D2398QWlarryw,Thank you for your review of your past stay with us. We always appreciate hearing from our guests, including places of improvement. We apologize that your food arrived in stages as we realize this must have been an inconvenience. We will address this with our staff to avoid this happening for future guests. We are disappointed to learn that the comfort of your stay was interrupted by the inoperable toilet. We have addressed this with our maintenance team. The next time you have the opportunity to travel to the area, we hope that you will be our guest again for a much better stay.",Trip type: Traveled on business,Date of stay: October 2019,"Response from Chantel-HiltonHelp, on behalf of management at Hilton Garden Inn Chicago Downtown South Loop","Responded Oct 15, 2019",Hilton,7,15.14285714,TRUE,7,7.857142857,TRUE,7,18.85714286,TRUE,7,4.714285714,TRUE,7,2.571428571,TRUE,7,3.428571429,TRUE,7,-0.857142857,FALSE,7,1,TRUE,7,9.857142857,TRUE,7,9.571428571,TRUE,90,16,1,1,106,60.04,99,18.63,97.68,15.14,16.98,93.4,73.58,60.38,24.53,17.92,0,11.32,6.6,0,0,6.6,21.7,6.6,0.94,16.98,9.43,1.89,0.94,0,18.87,4.72,0.94,16.98,13.21,2.83,0.94,7.55,0.94,6.6,3.77,0,2.83,0.94,1.89,0,0,8.49,7.55,0.94,3.77,2.83,0.94,0,0,0.94,0,28.3,5.66,3.77,1.89,0,0,0.94,22.64,0,2.83,0,0,0,0,0,0,1.89,0,0,1.89,0,0,0.94,0,0,0,0,0,0,0.94,0,0,0.94,0,0,0,0,0.94,0.94,0,8.49,8.49,0,1.89,5.66,0,0.94,0,4.72,5.66,1.89,3.77,0,0,0,0,0,9.43,6.6,2.83,0,0,0,0
